Unnamed: 0,ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
27,14630284000,36,46,46,51,51,51,51,51,51,51,51,51,51,2006
59,55885827600,2,2,2,2,2,2,2,2,2,2,10,10,10,2006
75,25724071900,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
114,24766310500,4,4,5,5,6,11,16,16,16,16,16,19,28,2006
121,14832176000,10,10,10,10,10,10,10,10,10,10,10,10,10,2006
147,55663177200,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
150,14041529400,3,3,3,4,7,7,8,8,10,10,16,16,22,2006
176,7005446642,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
189,6602194308,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
237,7006807059,20,20,20,20,20,20,20,20,20,35,35,35,35,2006
245,23491998900,3,3,6,6,6,6,6,6,6,6,6,6,6,2006
252,6506090140,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
289,7004477118,3,6,12,12,12,12,12,12,12,12,17,17,17,2006
370,9533160300,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
379,7005980187,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
387,15925154000,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
389,15044954200,3,3,3,3,3,3,3,3,3,5,5,5,5,2006
427,24725214300,5,5,5,5,20,20,20,20,20,20,20,20,20,2006
434,14029656200,5,7,9,13,20,20,21,21,21,25,25,25,25,2006
467,7801415985,5,8,8,11,11,11,11,11,11,14,14,14,14,2006
496,6603723384,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
578,14821793100,65,65,65,65,65,65,65,65,65,65,65,76,76,2006
631,13104737800,9,9,14,14,14,14,14,14,14,14,14,14,14,2006
643,14035100800,2,2,2,2,2,2,2,4,11,11,16,19,23,2006
652,56307908100,15,15,15,15,15,15,15,15,15,15,15,15,15,2006
664,16032874200,2,2,2,2,2,2,2,2,2,2,2,4,4,2006
698,22985083500,6,8,8,8,13,16,16,18,18,18,18,20,22,2006
721,55926212600,4,4,4,11,11,40,40,48,48,48,48,48,48,2006
732,6701740560,1,1,1,1,1,1,1,1,1,3,3,6,8,2006
749,15835176100,4,4,4,4,4,4,4,4,6,6,6,47,47,2006
843,14630524700,17,17,17,17,17,17,17,17,17,17,17,17,17,2006
855,56821087600,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
885,12242880500,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
893,16174785200,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
901,7005140378,6,6,6,6,6,7,11,11,11,11,11,11,11,2006
921,35091064100,2,2,2,2,2,2,2,2,3,3,3,3,3,2006
