Unnamed: 0,ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
37,7004477662,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,13,13,13,13,2000
123,6602526042,10,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33,2000
214,6506497599,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
263,9336832500,3,3,8,8,10,10,10,10,10,13,13,13,14,14,14,16,16,16,21,2000
320,6506353519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
324,7004575661,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2000
332,6603390490,3,3,3,3,3,3,3,5,5,5,6,7,7,7,7,7,7,8,8,2000
424,7007072060,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2000
431,57203216789,5,10,16,18,20,20,25,25,25,25,31,38,41,57,92,108,126,152,194,2000
477,36628123700,1,1,3,4,6,6,11,11,11,11,12,12,12,12,12,14,14,20,22,2000
507,7003680119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
584,21643449200,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2000
596,6506656144,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
608,6602775044,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2000
665,47061781200,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,2000
717,6507070163,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
750,56618322900,1,1,22,22,29,31,31,36,50,50,57,89,89,89,89,89,89,89,89,2000
792,26642788000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
796,6602477210,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
964,7004084583,4,4,4,4,4,4,4,4,4,4,8,8,8,8,13,13,13,13,13,2000
1059,23977556500,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2000
1112,57197917646,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
1208,9335327900,31,31,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2000
1439,6507835949,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2000
1533,7202914586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
1617,7005350024,31,31,31,31,55,55,59,59,69,80,110,115,159,159,209,209,319,319,323,2000
1623,57197095583,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
1707,57191499244,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
1712,7006775544,1,5,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2000
1732,6506451570,1,1,1,3,3,3,3,6,9,13,15,21,25,30,43,50,55,55,56,2000
1803,57204346136,1,1,1,1,11,11,12,12,12,14,15,15,15,15,15,15,19,21,21,2000
1826,35508424300,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000
1832,6506081655,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
1837,35566255700,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2000
1846,23099277200,2,2,2,2,2,2,7,7,7,9,16,18,19,25,30,30,30,30,30,2000
1855,57204382249,8,8,8,8,13,13,13,13,13,13,13,13,13,22,28,28,28,37,37,2000
1913,6507473318,22,22,32,32,32,32,32,32,32,42,84,84,84,106,106,106,106,106,106,2000
1992,57196739672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
2009,57198473996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
2082,57201604007,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
2192,6603218201,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17,17,17,2000
2237,6701848624,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
2250,56025019800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
2256,57204349692,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
2283,6507930281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
2291,6504047332,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2000
2361,6603367089,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2000
2364,7005227568,2,2,5,5,8,8,10,10,10,12,12,12,12,12,12,12,12,12,12,2000
2419,56614043700,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
2448,6603050680,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,8,10,14,2000
2455,6701853960,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,2000
2469,7005585529,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,14,14,17,2000
2476,6505528112,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
2564,7006309561,2,2,4,6,6,10,14,18,18,20,27,36,37,38,41,53,60,62,68,2000
2583,7402165302,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000
2585,7004964659,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2000
2623,57095010200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
2678,57193874550,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
2741,7402807737,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2000
2747,7004293711,2,2,2,2,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7,2000
2784,6506920174,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
2824,36071197200,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2000
2955,56438990000,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2000
3077,6506469936,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2000
3119,7004203202,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,2000
3133,8839217100,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,13,16,20,20,2000
3229,6507211249,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2000
3437,6603292956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
3440,7006318562,17,17,60,60,82,82,89,89,96,96,96,96,96,96,102,102,107,111,111,2000
3546,6507793725,3,3,3,3,3,3,9,9,11,15,18,18,18,20,42,42,42,42,45,2000
3573,56973975400,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
3612,7801496180,2,2,3,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,2000
3631,6506304639,3,3,3,5,7,8,11,14,16,16,16,24,25,33,33,38,42,42,43,2000
3645,6507663949,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
3671,56024559200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
3726,6506141799,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
3777,25938869700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
3780,7003925399,4,6,9,9,10,12,12,22,23,27,32,32,35,45,50,55,59,78,78,2000
3831,7801443620,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
3892,7007017659,1,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
3901,55813738200,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
3967,6602110009,4,4,4,4,4,4,6,6,6,6,8,8,8,11,12,12,12,12,12,2000
4042,7103089565,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
4127,6504720451,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
4136,15122837200,4,4,4,4,4,4,6,8,8,9,23,26,27,28,40,47,58,58,62,2000
4290,6508197163,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
4311,7004924749,2,2,2,2,3,7,7,7,8,8,8,8,8,8,8,8,8,8,8,2000
4408,7005571188,22,22,22,22,37,45,58,58,58,58,58,58,58,58,58,58,58,58,58,2000
4509,6506743128,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
4512,56721070900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
4539,35579402900,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,2000
4548,55683157900,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000
4551,6506522740,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2000
4571,16506408800,2,2,2,2,2,2,3,3,3,4,5,5,5,8,8,8,8,8,8,2000
4616,7004084203,1,1,1,1,1,1,2,2,6,10,18,18,18,18,18,18,18,18,18,2000
4631,35936283400,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
4661,7006774887,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
4779,6506023251,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
4870,6602404369,1,1,1,7,7,7,10,16,17,19,23,27,29,38,46,54,67,72,77,2000
4972,6504389106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
4978,15076728300,1,1,2,2,4,4,6,11,11,11,17,17,17,17,17,17,20,20,20,2000
5050,6504701565,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
5109,57199602377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
5158,23396033200,1,1,1,1,1,1,1,9,9,9,9,13,18,18,32,34,38,38,38,2000
5217,6506667685,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
5254,6602609948,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2000
5276,55160741500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
5331,16308866700,2,2,2,2,2,2,2,8,12,12,12,12,15,15,15,15,15,15,15,2000
5453,7102204792,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2000
