Unnamed: 0,ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
38,6508033324,3,3,3,3,3,3,3,3,4,5,5,5,7,7,7,8,2003
54,22735903900,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2003
116,6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55,2003
117,6603259884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
141,15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
148,6507693898,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
187,6507704669,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
195,6603561436,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
198,6701643704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
212,36941958300,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
284,6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31,2003
319,26435361700,4,4,4,4,6,6,6,7,7,11,11,11,11,11,11,11,2003
342,15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,2003
519,6603421658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
524,23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36,2003
591,6602795654,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
640,6602899821,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
641,6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37,2003
713,57197111302,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
718,6602977367,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
738,56097020400,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
742,6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23,2003
748,7102889841,5,5,8,16,17,23,35,38,41,43,43,50,51,56,62,62,2003
761,34768302000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
808,7005285942,3,3,3,3,4,6,6,10,10,10,11,11,11,11,11,11,2003
851,57041029600,3,3,3,3,3,3,3,3,3,3,3,3,3,64,68,85,2003
909,7007024271,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2003
929,7404597424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
938,7501722523,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
985,6504613431,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2003
1004,6603686905,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1063,6508164191,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1084,22733743100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
1101,7005658623,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1196,7005756263,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1251,7006193038,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
1276,7402506720,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
1337,7005759149,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2003
1340,7004931900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1444,23100812800,5,5,5,5,13,13,13,13,13,13,13,13,13,13,13,13,2003
1489,56780962400,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
1535,57170841900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1552,6602433743,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1563,6602648087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
1579,56233343200,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1586,22733684700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1682,23095225900,4,4,5,5,8,8,8,8,8,8,8,8,13,13,13,13,2003
1684,6603529347,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1691,7005782119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1694,55665821400,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,2003
1762,6504467154,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
1818,6602360790,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1839,8694294100,4,4,4,6,6,6,8,8,9,11,11,11,13,16,19,21,2003
1869,7103220074,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1877,56121971200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1942,7801535086,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1972,7202982666,2,9,14,15,15,18,22,24,26,26,30,34,38,49,49,49,2003
2031,55734408500,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
2057,7102700868,6,6,6,6,6,6,6,6,6,6,6,6,6,22,22,22,2003
2058,6506960268,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
2074,6603706214,7,7,7,9,9,11,11,12,20,22,29,29,33,33,36,36,2003
2089,36724895900,2,2,2,2,2,2,2,2,2,2,7,7,8,8,12,12,2003
2164,6508013226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2168,7006336005,15,15,15,15,28,28,28,28,28,28,28,28,28,28,66,66,2003
2184,57196674556,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
2241,36920902600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2324,7202663844,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
2340,23484322400,3,3,3,5,5,5,5,5,5,7,7,7,7,7,7,7,2003
2408,6507130393,2,3,4,5,10,12,12,16,17,21,26,26,27,32,33,33,2003
2418,7003535976,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2003
2466,7103015940,4,4,5,5,6,11,13,20,21,25,29,30,32,35,36,36,2003
2545,6508067295,5,5,5,8,9,9,9,14,21,24,24,33,33,33,33,33,2003
2637,8571955700,4,5,5,8,8,8,8,8,10,10,13,15,15,15,15,19,2003
2810,8134743800,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
2827,6506422789,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
2832,8728011000,3,4,4,4,6,6,6,6,9,9,9,12,13,13,13,13,2003
2838,6506288100,4,4,4,4,5,5,6,8,9,9,9,9,9,9,9,9,2003
2859,6506771855,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
2909,6507968288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2934,56216959400,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2003
2985,6506663461,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
3019,35305025100,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2003
3024,7004137330,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
3038,6602585257,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2003
3042,55978046100,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
3086,22981687400,2,3,3,3,4,5,5,8,13,13,22,24,30,34,38,47,2003
3090,55804397300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
3112,23467230400,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
3156,24343609200,8,8,8,8,16,30,50,54,63,63,67,67,67,67,67,67,2003
3194,7007164623,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
3202,6506177259,4,5,5,5,5,17,17,19,19,19,19,19,19,19,19,19,2003
3212,56617780700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
3239,7003754962,2,3,3,11,14,14,19,23,26,26,31,31,31,32,32,32,2003
3247,14053492500,3,3,7,7,7,11,13,13,13,13,13,15,19,21,23,41,2003
3254,7201718132,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
3255,6603414724,22,22,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2003
3291,6602882266,2,3,3,5,5,5,5,5,5,8,8,8,10,10,10,10,2003
3309,23767881700,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
3343,6506416902,1,1,1,1,1,1,1,1,3,3,3,6,7,7,7,12,2003
3356,10739703300,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
3366,17434913000,3,5,5,10,10,10,10,11,12,22,32,32,38,38,47,50,2003
3383,7006218279,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
3411,55239117100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
3473,6603925966,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,2003
3568,57192923969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
3654,7003440435,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2003
3686,7006630065,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
3791,6506211207,1,1,19,19,20,20,20,20,20,20,20,20,20,20,20,44,2003
3796,56236610100,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2003
3809,9733243800,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
3870,16641447700,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
3872,7006664030,32,78,84,84,105,115,121,124,139,149,154,166,169,169,169,183,2003
3922,24075332600,1,1,6,7,10,10,12,12,13,13,15,18,18,18,19,19,2003
3985,7004397037,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2003
4012,8402571300,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
4116,6603875746,20,20,20,20,20,20,20,22,22,22,22,22,22,26,26,26,2003
4157,6602165045,2,2,5,5,5,5,6,6,6,6,6,6,6,6,6,6,2003
4166,55931757300,12,17,17,17,17,17,17,17,17,17,17,17,26,26,26,26,2003
4170,57205552301,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
4191,6506295890,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,2003
4194,7402460809,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
4367,22735527600,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2003
4417,6603805587,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
4418,14027940900,5,5,6,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
4478,23007855500,1,1,1,1,3,3,6,6,6,6,6,6,6,6,13,13,2003
4483,15732905200,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2003
4501,13606037600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
4521,6506903093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
4523,56265106600,16,16,16,16,16,16,16,16,16,16,16,25,25,45,45,46,2003
4526,56354044400,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
4545,25630081900,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2003
4620,6602352567,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
4680,21742940700,4,4,4,12,12,12,12,12,12,12,12,12,12,12,12,12,2003
4681,6602393722,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
4690,7006044640,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
4700,6507442954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4731,6701846217,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,2003
4751,8724544000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
4886,14042971800,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
4905,7801616918,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,2003
4917,22433899500,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,2003
4967,6701912610,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4983,55433794500,13,13,13,13,13,13,13,13,13,13,13,13,13,16,16,16,2003
5002,12785042700,2,2,2,4,4,4,9,9,9,9,9,9,9,11,11,11,2003
5017,56096502700,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
5038,6701744566,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2003
5054,14026359700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
5214,6506534147,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2003
5322,6701763678,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
5450,6602503489,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
5474,8963444600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
5488,6506837991,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
5528,57198257152,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
5542,55033300100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
5554,7004713298,6,7,7,7,19,19,23,23,23,23,23,28,28,28,28,28,2003
5563,6603895934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
5608,8255442800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
5636,6602196721,5,5,5,5,18,47,52,52,52,52,52,58,58,58,58,58,2003
5701,56014960400,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
5796,6508006990,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2003
5911,7004838471,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
5947,8095997900,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
5967,7103319585,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2003
6001,6603487878,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
6010,24071484800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
6063,7501641079,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
6105,6603331919,3,4,6,6,6,9,12,12,12,12,12,12,12,16,16,16,2003
6170,6506209570,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
6196,6508162011,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
6255,6603432338,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
