ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
24766310500,4,4,5,5,6,11,16,16,16,16,16,19,28
14041529400,3,3,3,4,7,7,8,8,10,10,16,16,22
7005446642,1,1,1,1,1,1,1,1,1,1,1,1,1
7006807059,20,20,20,20,20,20,20,20,20,35,35,35,35
14029656200,5,7,9,13,20,20,21,21,21,25,25,25,25
7801415985,5,8,8,11,11,11,11,11,11,14,14,14,14
14035100800,2,2,2,2,2,2,2,4,11,11,16,19,23
22985083500,6,8,8,8,13,16,16,18,18,18,18,20,22
55926212600,4,4,4,11,11,40,40,48,48,48,48,48,48
6701740560,1,1,1,1,1,1,1,1,1,3,3,6,8
7005140378,6,6,6,6,6,7,11,11,11,11,11,11,11
35280489500,7,7,7,7,7,7,13,13,13,13,13,20,20
35550506900,8,8,8,8,8,8,8,8,8,8,8,8,8
8252143000,3,4,6,7,9,10,11,22,34,34,34,34,34
6506651931,2,2,5,5,5,5,5,5,5,8,8,8,8
7005574339,3,3,3,3,6,6,6,6,6,6,6,6,6
7402283467,6,6,6,6,6,6,6,6,6,14,14,18,38
7405692762,2,2,2,2,2,2,2,2,2,2,2,2,2
14027844000,2,2,2,2,2,2,2,2,2,2,2,2,2
6701806568,24,24,24,24,24,24,24,24,24,24,24,24,24
13407832400,4,4,6,6,6,6,8,8,8,8,10,10,11
7004946351,35,35,46,46,59,59,119,122,132,132,132,132,132
23390547500,9,14,14,16,18,20,25,25,25,28,28,28,29
6603067743,4,4,4,4,4,4,4,4,4,4,4,4,4
6602158058,2,2,2,2,2,4,4,6,6,6,6,8,8
56624733600,10,10,10,13,13,19,19,19,19,19,19,19,19
7006637893,10,10,10,10,10,10,10,10,10,10,10,10,10
6508185208,5,5,5,5,5,5,5,5,5,5,5,5,5
55395216900,2,2,2,2,2,2,2,2,2,2,2,2,2
14054979500,1,2,2,2,2,5,6,6,10,13,13,15,17
8566129000,1,1,1,1,1,1,1,1,1,1,1,1,1
35563252500,7,9,15,24,24,25,30,30,30,30,32,32,32
15021393100,2,2,2,2,2,5,6,9,9,9,9,10,10
8504856600,59,59,59,59,91,91,230,230,230,230,230,230,230
7101829072,23,23,23,23,65,65,65,65,75,75,75,75,75
56212421600,3,3,3,3,9,9,10,10,10,10,10,10,10
7102121832,2,3,4,4,4,4,5,12,16,32,37,42,50
24166179800,9,9,11,11,11,13,18,19,21,23,25,29,31
7004372882,2,2,2,2,2,2,2,3,3,3,3,3,3
8255024300,59,59,59,59,105,105,109,109,114,114,178,178,178
55666574500,11,14,36,41,47,55,76,100,125,145,169,199,216
24923068200,2,2,13,16,21,21,23,23,23,23,23,23,23
24070671100,3,3,3,8,10,14,16,17,18,27,29,29,34
6507739557,6,6,6,6,6,6,6,6,6,6,6,6,6
7003570500,5,5,5,5,5,5,5,5,7,7,7,7,7
8390339900,3,3,3,3,3,3,3,3,3,3,37,37,37
7003475031,4,8,8,8,8,8,8,8,8,8,8,8,8
7004299544,18,18,18,18,18,18,18,18,18,18,18,18,18
6505933658,33,33,33,33,33,33,33,33,33,33,33,33,33
55059470800,34,34,37,37,37,37,85,85,91,91,97,97,97
7006711679,49,49,70,79,79,79,80,80,86,86,100,100,116
7006151112,7,7,7,7,7,7,7,7,7,7,7,7,7
23670353700,3,3,4,5,5,10,10,10,10,10,10,10,10
12139656400,1,1,1,1,3,3,3,3,7,7,7,8,12
24463641300,5,5,12,20,20,21,22,24,37,37,37,38,42
7005605401,4,4,4,4,4,4,5,5,5,5,5,5,5
57192101437,3,3,3,3,5,5,5,5,8,11,18,22,24
15043041800,2,2,2,10,30,44,54,69,69,69,69,69,69
8120735200,4,4,4,4,4,4,4,4,4,4,4,4,4
26432515100,9,9,9,9,9,15,18,35,41,45,45,54,54
23478151500,1,3,7,9,11,17,25,31,34,36,48,58,65
6506068171,9,9,9,9,9,9,9,9,9,9,9,9,9
10341317600,17,17,17,17,17,24,24,24,24,24,24,24,24
7102154502,2,2,2,2,2,2,2,2,2,2,2,2,2
6602999368,3,3,3,6,6,6,6,6,6,6,6,6,6
7006079333,6,6,6,6,10,10,16,16,16,45,45,45,45
7101926517,6,6,6,6,6,6,6,6,6,6,6,6,6
6602466995,3,3,6,6,6,6,6,6,6,6,6,6,6
57196827928,2,2,2,2,2,2,2,2,2,2,2,2,2
22950528400,4,4,4,4,4,4,46,46,61,61,61,61,61
24172351000,2,2,2,2,4,4,6,6,8,8,10,10,10
6603805418,43,43,43,43,43,43,43,43,43,43,43,43,89
55955610600,4,9,13,15,27,34,60,65,66,70,74,76,88
24469602400,3,3,3,3,3,3,5,5,5,9,9,9,9
6507892784,14,14,14,14,14,14,14,14,14,14,14,14,14
8633656800,10,10,10,10,10,10,10,10,18,18,18,18,18
15760139600,2,2,4,4,7,9,10,11,19,28,33,52,65
16303283700,2,2,2,3,7,10,12,13,15,15,17,17,17
7202614585,65,65,65,65,65,65,65,65,65,65,65,65,65
56277522400,2,5,5,5,5,5,5,5,5,5,5,5,5
9637583000,3,3,3,3,3,4,4,4,4,4,4,4,4
7005133697,17,17,63,63,63,63,63,63,84,84,84,84,84
35176716100,5,5,5,5,5,9,9,16,18,20,20,29,29
