ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
6602526042,10,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33
9336832500,3,3,8,8,10,10,10,10,10,13,13,13,14,14,14,16,16,16,21
6603390490,3,3,3,3,3,3,3,5,5,5,6,7,7,7,7,7,7,8,8
57203216789,5,10,16,18,20,20,25,25,25,25,31,38,41,57,92,108,126,152,194
36628123700,1,1,3,4,6,6,11,11,11,11,12,12,12,12,12,14,14,20,22
7003680119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
21643449200,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
56618322900,1,1,22,22,29,31,31,36,50,50,57,89,89,89,89,89,89,89,89
26642788000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7004084583,4,4,4,4,4,4,4,4,4,4,8,8,8,8,13,13,13,13,13
9335327900,31,31,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
6507835949,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7005350024,31,31,31,31,55,55,59,59,69,80,110,115,159,159,209,209,319,319,323
6506451570,1,1,1,3,3,3,3,6,9,13,15,21,25,30,43,50,55,55,56
57204346136,1,1,1,1,11,11,12,12,12,14,15,15,15,15,15,15,19,21,21
23099277200,2,2,2,2,2,2,7,7,7,9,16,18,19,25,30,30,30,30,30
57204382249,8,8,8,8,13,13,13,13,13,13,13,13,13,22,28,28,28,37,37
6507473318,22,22,32,32,32,32,32,32,32,42,84,84,84,106,106,106,106,106,106
6603218201,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17,17,17
6701848624,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7005227568,2,2,5,5,8,8,10,10,10,12,12,12,12,12,12,12,12,12,12
6701853960,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12
7006309561,2,2,4,6,6,10,14,18,18,20,27,36,37,38,41,53,60,62,68
7004964659,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
7004293711,2,2,2,2,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7
