Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
0,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
8,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
62,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
207,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
263,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
419,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
575,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
646,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
816,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
832,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
870,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
984,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1113,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1212,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1233,23469845400,3,5,5,7,7,7,7,7,7,7,7,7,7,7,2005
1246,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1264,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1273,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1332,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1359,8334078800,2,6,10,12,14,14,14,14,14,16,18,18,18,18,2005
1379,6602978212,5,5,5,5,16,16,16,16,16,16,16,16,16,16,2005
1396,7004075315,6,6,6,6,6,6,6,9,9,9,9,9,9,9,2005
1493,13007657500,2,2,2,5,5,8,8,15,17,17,19,19,19,19,2005
1522,8693837100,3,7,7,8,8,8,9,9,12,12,15,15,17,19,2005
1561,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
1588,6603515487,3,3,4,4,4,6,6,6,7,7,9,9,11,21,2005
1706,16642317200,2,2,4,4,5,5,5,7,11,11,12,12,14,14,2005
1723,8665883200,3,3,3,7,8,11,11,11,11,11,11,11,11,11,2005
1740,25638406800,1,1,1,1,3,3,3,3,3,3,5,5,5,5,2005
1807,6506645501,1,2,7,10,12,21,31,39,43,74,81,89,105,108,2005
