Unnamed: 0,ID,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
138,16463765800,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1999
166,8911201600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
177,6505974552,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
301,6507194991,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
302,6506004127,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1999
448,57200501857,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
510,7005382308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
523,55554012200,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,8,8,11,11,1999
553,6603583180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
558,55878947500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1999
776,8576012300,3,3,6,6,6,10,11,15,19,21,31,40,47,57,60,61,67,77,81,82,1999
777,7801544966,3,3,3,3,5,5,9,11,11,14,14,16,16,18,23,23,23,25,25,30,1999
787,7006378321,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
800,6506729594,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
801,7201370800,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1999
908,7003844549,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1999
976,57135797100,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
1055,7004069113,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1999
1099,56973349900,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1999
1422,7004890434,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
1436,26660412400,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
1532,8682319500,3,3,3,3,3,4,4,4,5,5,5,5,11,11,11,11,12,12,14,14,1999
1594,56259465500,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
1677,36798645300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
1787,57203235311,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
1926,57194980957,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
1946,35564240000,1,1,2,2,2,2,2,3,3,11,13,15,17,19,19,19,20,20,20,20,1999
2000,36198704100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1999
2002,6701503863,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1999
2007,35611323400,7,8,9,10,10,10,10,10,10,10,18,18,18,18,18,18,20,25,25,30,1999
2099,56957234900,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1999
2117,6701915354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
2204,57104594000,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
2245,57114607200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
2279,55405765600,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1999
2288,6701679407,3,3,3,5,8,8,8,9,10,10,13,15,16,17,22,25,26,28,31,36,1999
2296,7004037567,1,1,1,1,1,15,20,20,27,27,28,28,28,28,28,28,28,28,28,28,1999
2298,12764363500,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1999
2403,55884831800,1,1,1,1,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,1999
2465,24821849000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
2698,56244361200,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1999
2730,7004103810,4,4,5,5,5,7,7,7,7,7,7,7,7,7,8,8,8,12,14,14,1999
2771,7402416138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
2795,56656304600,2,3,3,3,3,3,8,10,11,14,18,31,38,43,46,52,53,56,66,71,1999
2807,6602707423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
3007,6507632102,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1999
3051,56971488400,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1999
3056,7004023805,4,4,6,6,6,7,10,22,25,35,40,45,48,50,53,57,60,61,65,78,1999
3065,7005401000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3118,6506126285,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1999
3141,56006954900,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,9,10,17,1999
3331,6602316777,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3400,57105228900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
3407,56863719800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
3519,7003635843,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3558,6602405393,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3613,6507118363,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
3670,7403461837,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,9,9,9,9,10,1999
3680,6603268873,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3693,7006382189,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
3727,57201599322,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
