Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
9,8852651700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
12,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
75,57203533737,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
84,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
154,56399300100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
278,8894614600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
279,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
282,7407378316,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2005
347,26643312600,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2005
357,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
392,14831456100,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
415,7003711298,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
432,6603780207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
459,8357416500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
501,7005676879,14,14,14,14,14,22,22,22,22,22,22,22,22,22,2005
517,57200783233,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2005
533,8286910100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
554,16635523100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
573,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
589,13104887800,4,4,4,4,4,7,7,7,7,7,7,7,7,7,2005
620,13607175900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
624,6507025980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
719,7801627219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
775,8403722600,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2005
776,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
789,22333263900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
822,8706421200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
860,12141109900,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
880,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
898,57195724819,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
934,11140790500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1069,7006797863,5,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
1107,6603351085,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1121,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
1141,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
1174,55665644100,2,2,2,4,4,4,4,6,6,6,6,6,6,6,2005
1193,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
1243,14016658000,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2005
1330,56115733900,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2005
1360,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1387,12544780400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
1389,8878656200,23,27,42,42,42,42,42,42,42,42,42,42,42,42,2005
1412,55423994500,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2005
1541,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1556,55002836300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1611,8971699800,3,3,3,3,35,35,35,35,35,35,35,35,35,39,2005
1660,8539997700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1663,8517932600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1666,6507306354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1690,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1721,23469845400,3,5,5,7,7,7,7,7,7,7,7,7,7,7,2005
1737,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1753,57203367164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1762,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1777,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1821,56668817000,3,3,3,3,3,10,10,10,10,10,10,10,10,10,2005
1853,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1896,8334078800,2,6,10,12,14,14,14,14,14,16,18,18,18,18,2005
1905,16743922100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1926,6602978212,5,5,5,5,16,16,16,16,16,16,16,16,16,16,2005
1927,24178846200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1953,7004075315,6,6,6,6,6,6,6,9,9,9,9,9,9,9,2005
1976,6508250671,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2080,13007657500,2,2,2,5,5,8,8,15,17,17,19,19,19,19,2005
2086,57197906415,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2005
2121,8693837100,3,7,7,8,8,8,9,9,12,12,15,15,17,19,2005
2167,8596314500,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
2179,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
2217,6603515487,3,3,4,4,4,6,6,6,7,7,9,9,11,21,2005
2270,6505586309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2336,8588520200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2379,16642317200,2,2,4,4,5,5,5,7,11,11,12,12,14,14,2005
2402,8665883200,3,3,3,7,8,11,11,11,11,11,11,11,11,11,2005
2425,25638406800,1,1,1,1,3,3,3,3,3,3,5,5,5,5,2005
2512,6506645501,1,2,7,10,12,21,31,39,43,74,81,89,105,108,2005
2544,14039765600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2556,7003595227,1,1,1,7,7,7,7,7,7,7,7,33,33,33,2005
2572,6602159947,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2582,56262780800,3,6,6,6,6,6,11,12,12,13,14,14,14,14,2005
2616,9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56,2005
2634,56635026400,7,7,7,7,7,7,7,7,7,7,7,7,7,18,2005
2662,23092429500,2,3,3,3,3,7,7,8,9,11,13,15,15,15,2005
2734,13613875100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2735,6507744783,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2005
2759,6506485127,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2764,35787936200,4,5,5,5,5,5,7,7,7,7,7,7,7,11,2005
2770,13008204000,2,2,2,8,8,8,8,8,8,8,8,8,8,8,2005
2792,6602387655,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2825,14032993800,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2897,16177563000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2902,21739690800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2933,6602732768,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2944,7004083299,5,5,5,5,11,11,14,14,14,14,14,14,14,15,2005
2956,15837711300,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
2984,56250628800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2989,8959846000,2,4,4,6,6,10,10,11,12,13,13,15,16,17,2005
3006,16550617900,4,4,4,4,4,4,6,9,9,9,76,76,76,76,2005
3039,55707316500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
3043,15521074700,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3072,7004033219,8,11,12,12,12,12,12,12,12,12,12,12,12,12,2005
3142,8860022200,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
3207,7006520566,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2005
3258,7005333814,6,7,7,7,7,7,12,12,12,12,12,12,12,12,2005
3346,6506882001,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3351,7005532755,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
3356,55604019400,5,5,6,13,16,16,18,22,36,45,49,60,65,65,2005
3363,8846837500,6,6,6,14,16,16,16,20,21,21,21,21,21,21,2005
3366,13105671300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
3403,8227559800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3422,6701720058,4,4,4,4,4,4,8,8,8,8,8,8,8,8,2005
3449,6507119311,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2005
3481,8546094600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
3532,6602575815,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3560,57196669317,5,5,5,5,8,8,8,8,8,8,8,8,8,8,2005
3631,12546190900,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
3649,15070161600,3,4,5,7,7,7,7,7,7,7,7,7,7,7,2005
3701,55580318300,4,4,4,4,4,4,4,4,4,4,4,13,13,13,2005
3728,6506471121,13,13,13,13,14,14,14,14,14,14,19,19,19,19,2005
3733,6602921174,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
3753,35592489100,6,6,6,9,9,9,9,9,9,9,9,9,9,9,2005
3811,15136752000,9,14,14,14,14,14,14,14,14,14,14,14,14,14,2005
3828,7005741798,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
3865,15922467200,7,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
3872,14028497800,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2005
