Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
11,6506145608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
26,6504202250,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
89,6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11,2002
149,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
177,6506232454,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
188,7402139139,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
225,55389033000,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
267,36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
318,7402790968,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
391,12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25,2002
407,56067237100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
425,57197890326,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
427,24766142600,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,2002
445,14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
480,57189257897,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
505,6603539998,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2002
521,15042854400,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
523,6603646692,2,2,8,8,8,8,8,8,8,10,12,15,15,25,25,25,25,2002
526,56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28,2002
568,57188829558,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
580,6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
638,55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16,2002
648,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
677,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
688,55813908400,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
786,57197970533,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2002
856,56097122900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
859,7201608204,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
887,7004543110,5,5,5,6,6,6,6,6,8,10,10,10,11,38,38,38,38,2002
935,7003652882,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
971,14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40,2002
978,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
1051,7003691378,38,38,44,44,46,46,46,46,77,77,77,77,77,77,77,96,96,2002
1054,6505485968,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2002
1083,6507353514,5,5,5,5,7,18,18,18,18,18,18,18,18,18,18,18,18,2002
1095,6604061280,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1114,7801552910,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1168,6507246762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1232,56992881400,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
1301,56619910100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1303,6505754007,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,2002
1339,8616022800,3,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,11,2002
1411,8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24,2002
1438,6603581991,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
1473,6603060728,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1496,6603614395,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
1594,23098144600,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1619,23391933400,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2002
1626,6507573940,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1668,7401795392,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2002
1742,14632020000,4,4,4,12,12,12,14,28,36,38,42,46,46,54,64,69,70,2002
1769,7201351746,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1771,55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83,2002
1790,15848569700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1862,55439552600,12,12,32,32,51,51,78,78,91,91,91,91,129,129,129,186,186,2002
1869,55876500500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1914,7003933970,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2002
1966,8869759000,3,3,3,3,3,18,18,18,21,21,21,21,21,28,29,29,29,2002
1982,6602174692,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1991,6603438406,2,10,10,10,16,25,26,38,38,44,53,80,86,97,100,114,131,2002
1994,6602719731,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2002
2012,7801425157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
2085,16067854600,2,2,2,2,2,8,16,17,52,52,54,83,85,85,85,133,133,2002
2088,57189258822,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
2205,6506637084,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
2226,6603823286,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2002
2275,22933381000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
2298,7006523599,3,3,3,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2002
2329,6603585567,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2391,7201645571,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
2428,55952572800,5,5,5,5,8,15,28,32,35,37,40,44,44,51,52,55,57,2002
2484,6603119850,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2002
2485,7004883672,20,20,20,20,20,20,20,48,61,61,61,61,61,61,61,61,61,2002
2486,55663078600,1,1,1,2,2,2,2,2,2,2,2,7,7,7,7,8,8,2002
2562,56890300000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2699,55906669600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
2729,7102829937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
2740,6603857535,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
2752,23467907100,2,2,2,2,8,8,8,15,17,17,17,17,17,17,17,17,17,2002
2777,6602773226,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14,14,14,2002
2852,6507545164,1,1,2,2,2,5,5,5,5,5,6,6,6,6,7,7,7,2002
2860,7003821160,2,4,4,4,10,10,11,11,11,11,11,11,11,11,11,11,11,2002
2911,23502006600,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2002
2987,56884544600,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
3016,55520453900,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
3029,21833890500,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,2002
3033,6507316484,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
3064,6507052826,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3097,7404071092,1,1,1,3,5,5,5,5,5,8,8,8,12,12,12,12,12,2002
3182,7004408692,21,21,21,21,78,78,78,78,78,78,78,78,89,89,194,194,194,2002
3224,8309001800,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2002
3226,8705778800,5,8,8,9,10,15,22,31,42,50,64,74,81,92,94,95,96,2002
3234,6507136296,4,4,4,4,9,9,9,9,9,9,9,9,9,9,38,38,38,2002
3301,23469591600,2,2,2,2,4,5,8,11,11,11,11,11,11,13,14,14,14,2002
3342,6603102301,3,3,3,3,3,3,3,4,6,6,9,9,9,10,11,12,20,2002
3367,7003513682,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2002
3423,7003805414,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3540,57197267116,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,2002
3581,55389060900,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2002
3644,16024863500,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2002
3656,6507682441,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
3689,7003765137,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
3706,7501542249,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2002
3758,7801308698,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
3808,7202532047,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
3825,35801122200,9,9,9,9,11,11,11,14,14,18,18,29,29,29,39,39,39,2002
3826,7006511537,7,7,7,8,8,8,8,8,8,8,8,21,28,28,37,37,37,2002
3841,6504656588,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2002
3910,57193674310,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3935,12645434100,4,4,4,4,7,7,22,26,26,37,43,48,48,48,55,55,73,2002
3948,35110060400,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
3969,6603397689,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
3988,36185608200,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,9,9,2002
4026,6603762778,15,15,49,49,49,49,49,49,49,49,49,49,49,49,77,77,151,2002
4043,57198015181,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
4046,55979092400,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
4076,7401856169,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
4105,23008795500,8,8,8,8,8,8,8,8,8,8,8,8,63,63,63,63,63,2002
4107,7102522189,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
4116,7005234925,1,1,3,3,3,3,3,5,5,5,6,9,9,9,9,9,9,2002
4120,22734966200,2,2,2,2,2,2,2,2,2,2,4,4,7,7,14,14,14,2002
