Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
30,55782381000,4,4,4,4,4,4,4,4,2011
34,26326181300,5,5,5,5,5,5,5,5,2011
39,55703470300,5,5,5,5,5,5,5,5,2011
40,21834460700,2,2,2,2,5,5,5,5,2011
63,23992392000,3,3,3,9,20,23,34,47,2011
64,56130684200,1,1,1,2,2,2,2,2,2011
81,36470798500,2,2,2,2,2,2,2,2,2011
95,6507052437,2,2,2,2,2,2,2,2,2011
109,36968078200,3,3,3,3,3,3,3,3,2011
135,7402390313,6,6,23,23,34,34,34,34,2011
180,7004075579,2,2,2,2,2,2,2,2,2011
229,55697141200,3,3,3,3,3,3,3,3,2011
241,7801501276,2,3,3,3,3,3,3,3,2011
322,54782929300,3,6,8,8,8,8,8,8,2011
330,55365525700,3,4,4,4,4,4,4,4,2011
344,36630293400,5,5,5,8,8,8,11,18,2011
348,25655625500,5,5,5,6,6,6,6,6,2011
366,54418970200,3,4,4,4,4,4,4,4,2011
392,54385715900,2,2,2,2,2,2,2,2,2011
436,35147655600,2,2,2,2,2,2,2,2,2011
475,54581450400,3,3,3,3,3,3,3,3,2011
479,57204251333,2,2,2,2,2,5,5,5,2011
483,8548822000,2,2,2,2,2,21,21,21,2011
486,37098567800,2,2,2,2,2,2,2,2,2011
494,56630223900,6,6,6,6,6,6,6,6,2011
514,52063624000,2,2,2,7,7,7,7,7,2011
528,6506431527,4,4,4,4,4,4,4,4,2011
539,55879881900,5,5,5,5,5,5,5,5,2011
548,20436676300,10,10,10,10,10,10,10,10,2011
578,57197368654,3,3,3,3,3,3,3,3,2011
596,6701530007,2,2,2,2,2,2,2,2,2011
598,6602777491,5,5,5,5,5,5,5,5,2011
642,55949278200,19,19,19,19,19,19,19,19,2011
669,26664442500,4,4,4,4,7,7,7,7,2011
671,18039116600,3,3,3,3,3,5,5,5,2011
684,36604994100,11,20,20,20,20,20,20,20,2011
705,7007101008,1,1,1,1,1,1,1,1,2011
725,47561820800,1,1,2,2,2,2,2,2,2011
740,6507554768,4,4,4,4,4,4,4,4,2011
747,23394147700,1,1,1,1,1,1,1,1,2011
758,37078850100,2,2,2,2,2,2,2,2,2011
775,35179399600,1,1,1,1,1,1,4,4,2011
807,54787423300,2,2,2,2,2,2,2,2,2011
842,55604995900,83,83,83,83,83,83,83,83,2011
922,55012140900,2,2,2,2,2,2,2,2,2011
968,6601978855,6,6,6,6,6,6,6,6,2011
1016,37014450100,2,2,2,2,2,2,2,2,2011
1036,55485710100,5,5,5,5,5,5,5,5,2011
1037,57194379165,22,22,22,22,22,22,22,22,2011
1054,55037267000,5,5,6,6,6,6,6,6,2011
1061,55243567700,27,27,43,43,43,43,43,43,2011
1077,9842095300,23,23,23,23,23,23,23,23,2011
1095,36470629500,4,4,4,4,4,4,4,4,2011
1103,51160988500,4,4,4,4,4,4,4,4,2011
1143,7005019635,5,5,5,5,5,5,5,5,2011
1192,7101999997,1,1,1,1,1,1,1,1,2011
1206,57198958092,30,30,30,30,30,30,30,30,2011
1212,7101622901,11,11,11,11,11,11,11,11,2011
1213,7801361847,3,3,3,3,3,3,3,3,2011
1243,6603604335,21,21,21,21,21,21,21,21,2011
1261,56264752700,2,2,2,2,2,2,2,2,2011
