Unnamed: 0,ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
746,6603626324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,5,9,12,12,13,17,1991
1323,7003359470,2,2,3,5,8,10,10,11,12,12,13,14,14,16,16,19,19,19,25,25,25,28,33,34,35,37,51,51,1991
1564,8840128300,1,3,3,3,3,3,3,3,4,4,5,5,5,5,9,9,9,9,9,9,10,12,12,12,14,14,14,18,1991
1671,35419245900,1,1,1,1,1,3,3,3,5,7,7,9,9,9,9,13,14,14,15,15,15,15,15,16,17,17,17,17,1991
1814,6701477047,3,3,3,3,5,9,9,9,9,15,16,18,21,24,24,24,25,30,36,36,36,37,37,41,41,41,41,41,1991
3424,15847883800,1,1,1,1,1,1,3,3,3,3,3,3,3,5,5,50,53,54,60,62,62,63,68,73,80,80,84,91,1991
3435,24352400300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1991
3715,6701355567,3,4,4,4,5,5,5,5,5,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,1991
3781,57204264625,2,2,2,3,3,3,3,4,4,4,4,4,4,4,6,10,24,46,52,56,60,64,67,88,95,99,104,106,1991
4536,6602140179,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,9,10,10,10,10,24,24,24,24,24,24,24,1991
4793,10043728600,1,1,1,1,1,1,1,1,1,15,15,15,15,31,31,51,51,92,92,96,96,119,119,131,131,152,152,156,1991
5183,7006188088,2,4,4,5,5,9,16,17,23,37,37,40,41,44,48,52,56,59,60,62,65,70,74,79,82,86,92,96,1991
5310,7103406595,1,1,1,5,5,7,7,8,9,13,13,13,30,48,54,54,70,70,93,93,93,93,93,93,93,93,93,93,1991
5842,55889178200,3,5,5,5,6,8,8,9,10,11,14,15,16,16,16,19,22,23,24,26,27,28,28,30,30,32,33,36,1991
6042,56219785400,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1991
6086,56080319800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1991
6138,35556600100,7,9,11,15,18,18,20,21,23,23,24,27,28,28,28,31,36,42,43,46,50,50,50,51,52,52,52,52,1991
6205,7003461177,3,3,3,3,6,6,6,9,11,12,12,14,14,14,14,14,14,14,14,17,17,17,17,17,18,18,18,18,1991
