Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
24,6504202250,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
84,6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11,2002
144,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
179,7402139139,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
215,55389033000,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
255,36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
303,7402790968,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
372,12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25,2002
386,56067237100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
400,57197890326,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
402,24766142600,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,2002
420,14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
452,57189257897,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
475,6603539998,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2002
491,15042854400,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
493,6603646692,2,2,8,8,8,8,8,8,8,10,12,15,15,25,25,25,25,2002
496,56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28,2002
533,57188829558,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
545,6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
601,55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16,2002
610,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
639,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
649,55813908400,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
744,57197970533,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2002
803,56097122900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
