Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
30,55782381000,4,4,4,4,4,4,4,4,2011
34,26326181300,5,5,5,5,5,5,5,5,2011
39,55703470300,5,5,5,5,5,5,5,5,2011
40,21834460700,2,2,2,2,5,5,5,5,2011
63,23992392000,3,3,3,9,20,23,34,47,2011
64,56130684200,1,1,1,2,2,2,2,2,2011
81,36470798500,2,2,2,2,2,2,2,2,2011
95,6507052437,2,2,2,2,2,2,2,2,2011
109,36968078200,3,3,3,3,3,3,3,3,2011
135,7402390313,6,6,23,23,34,34,34,34,2011
178,7004075579,2,2,2,2,2,2,2,2,2011
227,55697141200,3,3,3,3,3,3,3,3,2011
239,7801501276,2,3,3,3,3,3,3,3,2011
318,54782929300,3,6,8,8,8,8,8,8,2011
326,55365525700,3,4,4,4,4,4,4,4,2011
340,36630293400,5,5,5,8,8,8,11,18,2011
344,25655625500,5,5,5,6,6,6,6,6,2011
362,54418970200,3,4,4,4,4,4,4,4,2011
388,54385715900,2,2,2,2,2,2,2,2,2011
431,35147655600,2,2,2,2,2,2,2,2,2011
469,54581450400,3,3,3,3,3,3,3,3,2011
473,57204251333,2,2,2,2,2,5,5,5,2011
477,8548822000,2,2,2,2,2,21,21,21,2011
480,37098567800,2,2,2,2,2,2,2,2,2011
488,56630223900,6,6,6,6,6,6,6,6,2011
508,52063624000,2,2,2,7,7,7,7,7,2011
532,55879881900,5,5,5,5,5,5,5,5,2011
541,20436676300,10,10,10,10,10,10,10,10,2011
571,57197368654,3,3,3,3,3,3,3,3,2011
589,6701530007,2,2,2,2,2,2,2,2,2011
591,6602777491,5,5,5,5,5,5,5,5,2011
635,55949278200,19,19,19,19,19,19,19,19,2011
662,26664442500,4,4,4,4,7,7,7,7,2011
664,18039116600,3,3,3,3,3,5,5,5,2011
677,36604994100,11,20,20,20,20,20,20,20,2011
697,7007101008,1,1,1,1,1,1,1,1,2011
717,47561820800,1,1,2,2,2,2,2,2,2011
732,6507554768,4,4,4,4,4,4,4,4,2011
739,23394147700,1,1,1,1,1,1,1,1,2011
750,37078850100,2,2,2,2,2,2,2,2,2011
767,35179399600,1,1,1,1,1,1,4,4,2011
795,54787423300,2,2,2,2,2,2,2,2,2011
830,55604995900,83,83,83,83,83,83,83,83,2011
910,55012140900,2,2,2,2,2,2,2,2,2011
955,6601978855,6,6,6,6,6,6,6,6,2011
1003,37014450100,2,2,2,2,2,2,2,2,2011
1023,55485710100,5,5,5,5,5,5,5,5,2011
1024,57194379165,22,22,22,22,22,22,22,22,2011
1041,55037267000,5,5,6,6,6,6,6,6,2011
1048,55243567700,27,27,43,43,43,43,43,43,2011
1063,9842095300,23,23,23,23,23,23,23,23,2011
1081,36470629500,4,4,4,4,4,4,4,4,2011
1089,51160988500,4,4,4,4,4,4,4,4,2011
1129,7005019635,5,5,5,5,5,5,5,5,2011
1178,7101999997,1,1,1,1,1,1,1,1,2011
1191,57198958092,30,30,30,30,30,30,30,30,2011
1197,7101622901,11,11,11,11,11,11,11,11,2011
1198,7801361847,3,3,3,3,3,3,3,3,2011
1228,6603604335,21,21,21,21,21,21,21,21,2011
1246,56264752700,2,2,2,2,2,2,2,2,2011
1247,15065466400,27,27,27,27,27,27,27,27,2011
