Unnamed: 0,ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
35,6508033324,3,3,3,3,3,3,3,3,4,5,5,5,7,7,7,8,2003
51,22735903900,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2003
112,6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55,2003
113,6603259884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
137,15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
144,6507693898,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
180,6507704669,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
187,6603561436,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
190,6701643704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
204,36941958300,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
274,6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31,2003
306,26435361700,4,4,4,4,6,6,6,7,7,11,11,11,11,11,11,11,2003
327,15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,2003
494,6603421658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
498,23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36,2003
561,6602795654,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
609,6602899821,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
610,6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37,2003
680,57197111302,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
685,6602977367,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
705,56097020400,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
709,6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23,2003
