Unnamed: 0,ID,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
121,16463765800,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1999
144,8911201600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
432,7005382308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
655,8576012300,3,3,6,6,6,10,11,15,19,21,31,40,47,57,60,61,67,77,81,82,1999
656,7801544966,3,3,3,3,5,5,9,11,11,14,14,16,16,18,23,23,23,25,25,30,1999
1286,8682319500,3,3,3,3,3,4,4,4,5,5,5,5,11,11,11,11,12,12,14,14,1999
1334,56259465500,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
1492,57203235311,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
1622,35564240000,1,1,2,2,2,2,2,3,3,11,13,15,17,19,19,19,20,20,20,20,1999
1668,6701503863,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1999
1673,35611323400,7,8,9,10,10,10,10,10,10,10,18,18,18,18,18,18,20,25,25,30,1999
1899,6701679407,3,3,3,5,8,8,8,9,10,10,13,15,16,17,22,25,26,28,31,36,1999
1906,7004037567,1,1,1,1,1,15,20,20,27,27,28,28,28,28,28,28,28,28,28,28,1999
1998,55884831800,1,1,1,1,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,1999
2251,56244361200,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1999
2282,7004103810,4,4,5,5,5,7,7,7,7,7,7,7,7,7,8,8,8,12,14,14,1999
2338,56656304600,2,3,3,3,3,3,8,10,11,14,18,31,38,43,46,52,53,56,66,71,1999
2559,7004023805,4,4,6,6,6,7,10,22,25,35,40,45,48,50,53,57,60,61,65,78,1999
2635,56006954900,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,9,10,17,1999
2963,7003635843,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3158,6701441456,7,11,11,14,20,24,32,32,36,36,36,36,36,36,36,36,36,36,36,36,1999
3163,6701792955,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
3300,7005169161,2,2,2,2,2,5,8,8,8,12,12,12,12,12,13,13,13,14,14,14,1999
3434,7004613048,1,4,4,4,7,7,10,12,13,13,13,13,13,13,13,13,13,13,13,13,1999
3522,6701381359,15,15,19,32,32,32,32,32,41,43,51,51,51,72,72,135,150,185,187,187,1999
3610,24471442100,5,5,5,5,5,5,5,5,5,13,13,13,13,15,16,16,19,20,22,24,1999
3654,7005768672,2,2,2,2,5,5,5,5,32,32,37,38,38,38,38,38,38,38,38,38,1999
3893,7403221753,15,15,15,15,15,15,15,15,15,15,15,20,28,28,28,28,28,28,28,28,1999
3941,7003460299,3,3,3,4,6,15,15,15,18,18,22,22,22,23,23,31,34,34,45,45,1999
4017,56629921600,5,5,7,7,8,8,9,9,9,9,13,13,13,13,13,13,13,13,13,13,1999
4079,7101899571,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1999
4141,6603869277,8,8,8,21,21,21,21,21,21,21,37,37,37,37,37,37,53,53,53,53,1999
4183,7801588085,1,1,1,1,5,5,5,5,7,7,9,9,9,11,11,11,11,11,11,11,1999
4331,7005375502,6,6,6,6,6,6,14,20,20,20,20,21,31,52,60,61,65,69,72,77,1999
4339,56293807300,3,3,3,3,3,5,5,5,5,7,7,7,7,10,12,15,15,15,15,16,1999
4416,35583036400,2,3,4,7,11,15,21,25,33,38,47,61,71,78,80,84,93,102,113,115,1999
4479,7202281401,1,2,2,2,2,2,2,2,3,3,5,7,7,7,7,7,7,9,9,9,1999
4575,11441057800,2,2,2,2,5,10,12,12,16,21,25,27,28,31,33,36,40,48,54,57,1999
4599,7006069096,6,13,16,16,20,20,20,20,20,24,24,24,24,25,25,25,35,35,35,35,1999
4663,7003928138,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
4964,7404678990,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
5369,23033956500,2,2,2,4,4,4,15,15,15,17,17,17,17,19,19,22,24,24,27,28,1999
5389,7003568796,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1999
5448,35569822700,3,6,6,6,9,9,9,9,11,11,11,11,11,11,11,16,16,16,16,16,1999
5532,6603324663,3,3,3,3,3,3,3,7,12,16,36,37,37,37,39,48,50,59,68,78,1999
