Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
80,7003667638,1,1,1,1,1,1,1,1,1,1,2009
82,7005152559,2,2,2,4,4,4,4,4,4,4,2009
99,7102067286,2,2,2,2,2,2,2,2,2,2,2009
104,14631570600,10,10,10,10,10,10,10,10,10,10,2009
105,57159978600,3,3,3,3,3,3,3,3,3,3,2009
109,24288728800,8,11,13,16,26,28,37,39,50,50,2009
123,7801486018,6,6,6,6,6,6,6,6,6,6,2009
145,7101647136,8,8,8,8,8,8,8,8,8,8,2009
148,36069432900,1,1,1,1,1,1,1,1,1,1,2009
213,35114583400,8,8,8,8,8,8,8,8,8,8,2009
240,26430511700,3,3,3,3,3,3,3,3,3,3,2009
282,6506844420,4,4,4,4,4,4,4,4,4,4,2009
311,23009028700,2,4,4,8,8,8,8,8,8,8,2009
327,15925920700,3,3,3,3,3,3,3,3,3,3,2009
335,7403291857,3,3,3,3,3,3,3,3,3,3,2009
367,7102555799,6,6,65,65,65,65,66,66,66,66,2009
395,35225421300,7,7,7,7,7,7,7,7,7,7,2009
399,36103964500,7,7,7,7,7,13,13,13,13,13,2009
418,7006495003,4,4,4,4,4,4,4,4,4,4,2009
435,15835646600,3,3,3,3,3,3,3,3,5,5,2009
472,35070019100,2,2,2,4,4,4,5,5,5,7,2009
506,26321761100,1,1,3,5,5,5,5,5,5,5,2009
550,9740828000,7,7,7,7,7,7,7,7,7,7,2009
554,6506405382,3,3,3,3,3,3,3,3,3,3,2009
573,56641408700,2,2,2,2,2,2,2,2,2,2,2009
596,57196302792,4,4,4,4,4,4,4,4,4,4,2009
602,57197695978,5,5,5,5,5,5,5,5,5,5,2009
610,24922890200,3,3,3,3,3,3,3,3,3,3,2009
634,36115275500,16,16,16,16,16,16,16,16,16,16,2009
640,56175534000,5,5,5,5,5,5,5,5,5,5,2009
657,6506116372,7,7,7,22,22,22,35,35,35,35,2009
662,24484862400,6,6,6,6,6,6,6,6,6,6,2009
667,7005810184,2,2,2,2,2,5,5,5,5,5,2009
682,35168696400,4,6,6,6,6,6,6,6,6,6,2009
692,57193510529,3,3,3,3,21,21,21,21,21,21,2009
731,35146083500,6,6,6,6,6,6,6,6,6,6,2009
763,23018804100,13,13,13,13,59,59,59,59,59,59,2009
780,36715149800,3,3,3,9,9,13,14,22,22,22,2009
810,6507056350,2,2,2,6,10,10,10,10,10,10,2009
835,56393147900,4,4,4,4,4,4,4,4,4,4,2009
876,23393096300,18,18,18,19,19,19,19,19,19,19,2009
890,7003479767,3,3,3,3,9,9,9,9,9,34,2009
913,7005125073,4,4,4,4,4,4,4,4,4,4,2009
915,26435119700,3,3,3,6,6,6,9,9,9,9,2009
926,7403518693,9,9,9,9,9,9,9,9,9,9,2009
933,6701689507,3,3,3,3,3,3,3,3,3,3,2009
951,6506579443,10,10,10,10,10,10,10,10,10,13,2009
957,36022789600,5,5,9,9,9,9,9,9,9,9,2009
968,16175168500,15,15,21,21,21,21,21,21,21,21,2009
971,56854900700,3,3,3,3,3,3,3,3,3,3,2009
1010,6602752766,7,7,7,8,8,8,8,8,8,8,2009
1026,57192816670,4,4,4,4,4,4,4,4,4,4,2009
1036,6505792378,6,6,6,6,6,6,6,6,6,6,2009
1046,55788281700,12,12,12,12,12,12,12,12,12,12,2009
1059,57197475266,3,3,3,3,3,3,3,3,3,3,2009
1073,7003713793,3,3,3,3,3,3,3,3,3,3,2009
1075,7004058432,1,1,1,1,1,1,1,1,17,17,2009
1097,55617514600,6,7,7,7,7,7,7,7,7,7,2009
1098,22035688000,2,2,2,2,2,2,2,2,2,2,2009
1106,35191179100,1,3,3,5,5,5,5,5,5,5,2009
1125,55445085200,2,2,2,4,5,5,6,9,9,9,2009
1141,55497329900,1,1,1,1,1,1,1,1,1,1,2009
1183,35168386600,4,4,4,4,4,4,4,4,4,4,2009
1222,56618197800,2,8,10,11,11,11,11,11,11,11,2009
1229,57131392800,2,2,2,2,2,2,9,9,9,13,2009
1247,55875642100,16,16,16,16,16,16,16,16,16,16,2009
1251,7404174677,3,3,3,3,3,3,3,3,3,3,2009
1269,9234774400,3,3,3,3,3,3,3,3,3,3,2009
1280,23474799500,6,6,10,10,10,22,22,22,22,22,2009
1302,27667472500,4,5,8,15,15,15,18,18,18,18,2009
1347,7801464166,13,13,13,13,13,13,13,13,13,13,2009
1358,16029040600,4,4,7,7,12,14,14,31,31,31,2009
1398,6603321277,3,3,8,8,8,8,13,13,13,13,2009
1483,22981925400,4,4,4,14,14,14,14,16,16,16,2009
1515,56835559100,2,2,2,2,2,2,2,2,2,2,2009
1532,24475529800,5,5,5,5,5,5,5,5,5,5,2009
1555,35302494500,2,2,2,2,5,5,14,17,17,19,2009
1560,7404506656,15,15,15,15,15,15,15,21,21,21,2009
1565,34880328400,6,10,10,13,16,17,17,27,28,28,2009
1569,36711635700,5,5,5,5,5,5,5,5,5,5,2009
1577,6601968404,6,8,10,11,11,12,19,28,42,42,2009
1584,24512366100,4,4,4,4,4,4,4,4,4,4,2009
1607,35115454100,4,4,4,4,4,4,4,4,4,4,2009
1643,57063369300,1,1,1,1,1,1,1,1,1,1,2009
1647,36777340600,2,2,2,2,2,2,2,2,2,2,2009
1687,7402000409,6,6,6,6,6,6,6,6,6,6,2009
1729,56506631200,6,6,25,29,29,29,29,29,29,29,2009
1743,16680400300,3,3,3,3,3,3,3,3,3,3,2009
1755,6505653036,3,3,3,3,3,3,3,3,3,3,2009
1763,55788653800,6,6,6,6,6,6,6,6,6,6,2009
