Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
80,7003667638,1,1,1,1,1,1,1,1,1,1,2009
82,7005152559,2,2,2,4,4,4,4,4,4,4,2009
99,7102067286,2,2,2,2,2,2,2,2,2,2,2009
104,14631570600,10,10,10,10,10,10,10,10,10,10,2009
105,57159978600,3,3,3,3,3,3,3,3,3,3,2009
109,24288728800,8,11,13,16,26,28,37,39,50,50,2009
123,7801486018,6,6,6,6,6,6,6,6,6,6,2009
145,7101647136,8,8,8,8,8,8,8,8,8,8,2009
148,36069432900,1,1,1,1,1,1,1,1,1,1,2009
214,35114583400,8,8,8,8,8,8,8,8,8,8,2009
241,26430511700,3,3,3,3,3,3,3,3,3,3,2009
283,6506844420,4,4,4,4,4,4,4,4,4,4,2009
312,23009028700,2,4,4,8,8,8,8,8,8,8,2009
328,15925920700,3,3,3,3,3,3,3,3,3,3,2009
336,7403291857,3,3,3,3,3,3,3,3,3,3,2009
368,7102555799,6,6,65,65,65,65,66,66,66,66,2009
397,35225421300,7,7,7,7,7,7,7,7,7,7,2009
401,36103964500,7,7,7,7,7,13,13,13,13,13,2009
420,7006495003,4,4,4,4,4,4,4,4,4,4,2009
437,15835646600,3,3,3,3,3,3,3,3,5,5,2009
474,35070019100,2,2,2,4,4,4,5,5,5,7,2009
508,26321761100,1,1,3,5,5,5,5,5,5,5,2009
552,9740828000,7,7,7,7,7,7,7,7,7,7,2009
556,6506405382,3,3,3,3,3,3,3,3,3,3,2009
575,56641408700,2,2,2,2,2,2,2,2,2,2,2009
598,57196302792,4,4,4,4,4,4,4,4,4,4,2009
604,57197695978,5,5,5,5,5,5,5,5,5,5,2009
612,24922890200,3,3,3,3,3,3,3,3,3,3,2009
636,36115275500,16,16,16,16,16,16,16,16,16,16,2009
642,56175534000,5,5,5,5,5,5,5,5,5,5,2009
659,6506116372,7,7,7,22,22,22,35,35,35,35,2009
664,24484862400,6,6,6,6,6,6,6,6,6,6,2009
669,7005810184,2,2,2,2,2,5,5,5,5,5,2009
684,35168696400,4,6,6,6,6,6,6,6,6,6,2009
694,57193510529,3,3,3,3,21,21,21,21,21,21,2009
733,35146083500,6,6,6,6,6,6,6,6,6,6,2009
765,23018804100,13,13,13,13,59,59,59,59,59,59,2009
782,36715149800,3,3,3,9,9,13,14,22,22,22,2009
814,6507056350,2,2,2,6,10,10,10,10,10,10,2009
839,56393147900,4,4,4,4,4,4,4,4,4,4,2009
881,23393096300,18,18,18,19,19,19,19,19,19,19,2009
895,7003479767,3,3,3,3,9,9,9,9,9,34,2009
918,7005125073,4,4,4,4,4,4,4,4,4,4,2009
920,26435119700,3,3,3,6,6,6,9,9,9,9,2009
931,7403518693,9,9,9,9,9,9,9,9,9,9,2009
938,6701689507,3,3,3,3,3,3,3,3,3,3,2009
957,6506579443,10,10,10,10,10,10,10,10,10,13,2009
963,36022789600,5,5,9,9,9,9,9,9,9,9,2009
974,16175168500,15,15,21,21,21,21,21,21,21,21,2009
977,56854900700,3,3,3,3,3,3,3,3,3,3,2009
1016,6602752766,7,7,7,8,8,8,8,8,8,8,2009
1032,57192816670,4,4,4,4,4,4,4,4,4,4,2009
1042,6505792378,6,6,6,6,6,6,6,6,6,6,2009
1052,55788281700,12,12,12,12,12,12,12,12,12,12,2009
1065,57197475266,3,3,3,3,3,3,3,3,3,3,2009
1079,7003713793,3,3,3,3,3,3,3,3,3,3,2009
1081,7004058432,1,1,1,1,1,1,1,1,17,17,2009
1103,55617514600,6,7,7,7,7,7,7,7,7,7,2009
1104,22035688000,2,2,2,2,2,2,2,2,2,2,2009
1112,35191179100,1,3,3,5,5,5,5,5,5,5,2009
1131,55445085200,2,2,2,4,5,5,6,9,9,9,2009
1147,55497329900,1,1,1,1,1,1,1,1,1,1,2009
1190,35168386600,4,4,4,4,4,4,4,4,4,4,2009
1229,56618197800,2,8,10,11,11,11,11,11,11,11,2009
1236,57131392800,2,2,2,2,2,2,9,9,9,13,2009
1254,55875642100,16,16,16,16,16,16,16,16,16,16,2009
1258,7404174677,3,3,3,3,3,3,3,3,3,3,2009
1276,9234774400,3,3,3,3,3,3,3,3,3,3,2009
1287,23474799500,6,6,10,10,10,22,22,22,22,22,2009
1310,27667472500,4,5,8,15,15,15,18,18,18,18,2009
1355,7801464166,13,13,13,13,13,13,13,13,13,13,2009
1366,16029040600,4,4,7,7,12,14,14,31,31,31,2009
1406,6603321277,3,3,8,8,8,8,13,13,13,13,2009
1491,22981925400,4,4,4,14,14,14,14,16,16,16,2009
1524,56835559100,2,2,2,2,2,2,2,2,2,2,2009
1541,24475529800,5,5,5,5,5,5,5,5,5,5,2009
1564,35302494500,2,2,2,2,5,5,14,17,17,19,2009
1569,7404506656,15,15,15,15,15,15,15,21,21,21,2009
1575,34880328400,6,10,10,13,16,17,17,27,28,28,2009
1579,36711635700,5,5,5,5,5,5,5,5,5,5,2009
1587,6601968404,6,8,10,11,11,12,19,28,42,42,2009
1594,24512366100,4,4,4,4,4,4,4,4,4,4,2009
1619,35115454100,4,4,4,4,4,4,4,4,4,4,2009
1655,57063369300,1,1,1,1,1,1,1,1,1,1,2009
1659,36777340600,2,2,2,2,2,2,2,2,2,2,2009
1699,7402000409,6,6,6,6,6,6,6,6,6,6,2009
1741,56506631200,6,6,25,29,29,29,29,29,29,29,2009
1755,16680400300,3,3,3,3,3,3,3,3,3,3,2009
1767,6505653036,3,3,3,3,3,3,3,3,3,3,2009
1775,55788653800,6,6,6,6,6,6,6,6,6,6,2009
