Unnamed: 0,ID,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
140,16463765800,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1999
168,8911201600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
179,6505974552,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
304,6507194991,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
305,6506004127,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1999
456,57200501857,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
519,7005382308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
533,55554012200,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,8,8,11,11,1999
565,6603583180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
570,55878947500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1999
791,8576012300,3,3,6,6,6,10,11,15,19,21,31,40,47,57,60,61,67,77,81,82,1999
792,7801544966,3,3,3,3,5,5,9,11,11,14,14,16,16,18,23,23,23,25,25,30,1999
803,7006378321,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
816,6506729594,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
817,7201370800,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1999
925,7003844549,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1999
994,57135797100,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
1077,7004069113,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1999
1123,56973349900,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1999
1453,7004890434,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
1467,26660412400,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
1569,8682319500,3,3,3,3,3,4,4,4,5,5,5,5,11,11,11,11,12,12,14,14,1999
1631,56259465500,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
1718,36798645300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
1830,57203235311,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
1971,57194980957,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
1992,35564240000,1,1,2,2,2,2,2,3,3,11,13,15,17,19,19,19,20,20,20,20,1999
2047,36198704100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1999
2049,6701503863,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1999
2054,35611323400,7,8,9,10,10,10,10,10,10,10,18,18,18,18,18,18,20,25,25,30,1999
2148,56957234900,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1999
2166,6701915354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
2255,57104594000,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
2296,57114607200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
2330,55405765600,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1999
2340,6701679407,3,3,3,5,8,8,8,9,10,10,13,15,16,17,22,25,26,28,31,36,1999
2348,7004037567,1,1,1,1,1,15,20,20,27,27,28,28,28,28,28,28,28,28,28,28,1999
2350,12764363500,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1999
2456,55884831800,1,1,1,1,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,1999
2518,24821849000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
2753,56244361200,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1999
2786,7004103810,4,4,5,5,5,7,7,7,7,7,7,7,7,7,8,8,8,12,14,14,1999
2828,7402416138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
2854,56656304600,2,3,3,3,3,3,8,10,11,14,18,31,38,43,46,52,53,56,66,71,1999
2867,6602707423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
3068,6507632102,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1999
3112,56971488400,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1999
3117,7004023805,4,4,6,6,6,7,10,22,25,35,40,45,48,50,53,57,60,61,65,78,1999
3126,7005401000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3180,6506126285,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1999
3204,56006954900,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,9,10,17,1999
3395,6602316777,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3466,57105228900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
3473,56863719800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
3585,7003635843,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3626,6602405393,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3683,6507118363,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
3741,7403461837,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,9,9,9,9,10,1999
3751,6603268873,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1999
3766,7006382189,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
3800,57201599322,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
3831,6701441456,7,11,11,14,20,24,32,32,36,36,36,36,36,36,36,36,36,36,36,36,1999
3837,6701792955,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
3998,7005169161,2,2,2,2,2,5,8,8,8,12,12,12,12,12,13,13,13,14,14,14,1999
4160,7004613048,1,4,4,4,7,7,10,12,13,13,13,13,13,13,13,13,13,13,13,13,1999
4226,57189657278,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
4267,6701381359,15,15,19,32,32,32,32,32,41,43,51,51,51,72,72,135,150,185,187,187,1999
4294,7004172159,3,3,3,3,3,3,3,3,3,32,32,32,32,32,32,32,35,35,35,35,1999
4338,55757397800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
4379,24471442100,5,5,5,5,5,5,5,5,5,13,13,13,13,15,16,16,19,20,22,24,1999
4433,7005768672,2,2,2,2,5,5,5,5,32,32,37,38,38,38,38,38,38,38,38,38,1999
4492,57200498993,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
4698,57196654073,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1999
