Unnamed: 0,ID,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
85,6602207446,4,9,9,18,22,24,24,24,27,28,33,33,35,40,43,2004
94,6603247644,2,2,2,2,2,2,4,4,4,6,10,13,13,17,19,2004
98,6603476567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
263,55888724800,4,5,5,7,7,7,11,12,12,12,15,15,15,26,26,2004
297,8700956700,1,1,3,3,3,3,6,6,6,7,7,7,7,7,7,2004
312,21743369000,3,3,3,4,7,7,7,7,9,10,11,11,13,13,16,2004
430,6701831220,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,2004
436,6701446077,9,9,9,29,29,29,29,30,30,30,30,30,30,30,30,2004
462,7801629715,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,2004
552,23022311900,3,3,6,6,6,6,12,12,17,17,17,17,20,20,20,2004
570,6603672082,6,6,6,8,8,8,8,8,9,9,9,9,9,9,9,2004
571,7004245418,3,3,5,7,10,10,11,11,11,11,14,14,15,15,15,2004
575,8393679000,9,9,9,9,9,9,9,9,9,9,15,15,15,15,26,2004
708,35451303200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
729,53866152500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
788,6603751598,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,2004
789,7201468610,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,2004
920,7402515233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
979,6603105760,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,2004
1105,23975627600,3,3,3,3,4,4,4,7,8,8,8,9,9,10,10,2004
1331,6506247514,4,4,7,7,7,7,7,9,9,9,9,9,13,13,13,2004
1383,57196074966,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,2004
1421,22433529700,2,2,2,2,2,4,6,6,6,6,6,6,24,24,29,2004
1486,6601970604,17,17,17,28,35,35,35,49,49,49,64,75,75,84,84,2004
1519,10038902900,5,7,8,10,14,14,21,23,26,30,30,30,34,34,35,2004
1535,56216326200,1,1,1,1,1,1,1,1,4,4,4,4,4,4,12,2004
1574,55944243500,1,1,1,1,1,2,6,6,10,10,11,11,11,11,17,2004
1597,7003270243,1,1,1,1,1,1,1,7,7,11,12,12,12,13,13,2004
1704,23501520800,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,2004
1803,24757890200,71,71,71,71,86,86,86,86,86,86,86,86,86,86,86,2004
1828,7003564686,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1878,8928429100,4,6,11,13,13,13,13,13,13,18,18,18,18,18,18,2004
1904,6603337889,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1912,11043515300,2,2,2,2,3,5,5,7,7,7,11,11,11,11,21,2004
2093,14037987000,1,1,5,6,8,12,21,30,37,45,45,45,46,50,51,2004
2363,6701679633,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
2366,7101796750,12,12,12,12,12,19,35,35,35,35,35,35,35,35,35,2004
2374,7003616265,6,6,6,6,6,6,6,6,6,6,13,13,13,13,13,2004
2487,7004101038,3,3,7,8,8,8,8,8,8,8,8,8,8,11,11,2004
